positive_deceptive,"excellent staff and customer service, very clean and spotless. elegant and luxurious with a beautiful ocean view. the bed is very comfortable and relaxing. i give it a five star.
","['excellent', 'customer', 'service', 'clean', 'spotless', 'elegant', 'luxurious', 'beautiful', 'ocean', 'comfortable', 'relaxing', 'give', 'five', 'star']"
positive_deceptive,"My stay at this hotel was one of the best I have ever had! The location, service and accommodations were all outstanding!! The lobby area is beautiful as was my room. In the room there was more than enough space, which is difficult to find in Chicago hotels. My only gripe was the room was a little dark. Sure, staying at a small, upper-class hotel like the Talbott involves paying a premium but it was well worth it. The service was timely and everyone seemed friendly and informed. The room service took a bit longer than I would have liked, however, the food was good quality. Another nice touch was the gym pass provided for guests at the Equinox Fitness Center. Finally, the location is PERFECT!! It's located in a beautiful area of the city near the Gold Coast, which has many very good restaurants. A personal favorite of mine is Mario's, a nice Italian place nearby. Overall, my experience at the hotel was good and while it had some minor flaws they were, for the most part, insignificant.
","['stay', 'one', 'best', 'ever', 'location', 'service', 'accommodations', 'outstanding', 'area', 'beautiful', 'enough', 'space', 'difficult', 'find', 'hotels', 'gripe', 'little', 'dark', 'sure', 'staying', 'small', 'upper', 'class', 'like', 'talbott', 'involves', 'paying', 'premium', 'well', 'worth', 'service', 'timely', 'everyone', 'seemed', 'friendly', 'informed', 'service', 'took', 'bit', 'longer', 'would', 'liked', 'however', 'food', 'good', 'quality', 'another', 'nice', 'touch', 'gym', 'pass', 'provided', 'guests', 'equinox', 'fitness', 'center', 'finally', 'location', 'perfect', 'located', 'beautiful', 'area', 'city', 'near', 'gold', 'coast', 'many', 'good', 'restaurants', 'personal', 'favorite', 'mine', 'marios', 'nice', 'italian', 'place', 'nearby', 'overall', 'experience', 'good', 'minor', 'flaws', 'part', 'insignificant']"
positive_deceptive,"We just got back from a trip to Chicago for my 30th birthday and we could not have been more impressed by this hotel! Service was excellent, especially the maid service. Our room was so clean and fresh towels brought in daily. The front desk staff was some of the most professional and friendly staff I have ever dealt with while travling. The location is excellent as it is within walking distance of the best restaurants and stores. I highly recommend Affinia for a the perfect family vacation.
","['got', 'back', 'trip', 'th', 'birthday', 'could', 'not', 'impressed', 'service', 'excellent', 'especially', 'maid', 'service', 'clean', 'fresh', 'towels', 'brought', 'daily', 'front', 'desk', 'professional', 'friendly', 'ever', 'dealt', 'travling', 'location', 'excellent', 'within', 'walking', 'distance', 'best', 'restaurants', 'stores', 'highly', 'recommend', 'affinia', 'perfect', 'family', 'vacation']"
positive_deceptive,"I have to say that the Hard Rock Hotel in Chicago is a cool place to stay. When I first got there, getting checked in was very fast. The lady at the counter was nice and well spoken. The bellhop had out bags into the room very fast. The room was very hip and cool. There was musical items all over the place. I really loved the Beatles art that was in my bathroom. After being in the room a few minutes, I got a call from the front desk asking me if I liked my room. They also asked me if I would be interested in things like spa treatments and or if I needed to use their business room. I needed some things shipped while I was there, which they had supplies to help me with that. After getting some work done, I called the concierge if there was some really good pizza places around. They gave me information for 3 awesome places. I left and came back after having a night out on the town. They were very understanding that I was a wee bit out of it. I had more than pizza that night if you get my drift. When I got back to my room, the bed was so comfortable. I feel right off to sleep and had a good nights sleep. In the morning I order breakfast, which was really a Philly cheese steak. They will make anything you want anytime of day. I checked out by 9am with my bags feeling rested and very relaxed. Thank You Hard Rock, You Rock!
","['say', 'hard', 'rock', 'cool', 'place', 'stay', 'first', 'got', 'getting', 'checked', 'fast', 'lady', 'counter', 'nice', 'well', 'spoken', 'bellhop', 'bags', 'fast', 'hip', 'cool', 'musical', 'items', 'place', 'really', 'loved', 'beatles', 'art', 'bathroom', 'minutes', 'got', 'call', 'front', 'desk', 'asking', 'liked', 'also', 'would', 'interested', 'things', 'like', 'spa', 'treatments', 'needed', 'use', 'business', 'needed', 'things', 'shipped', 'supplies', 'help', 'getting', 'work', 'done', 'called', 'concierge', 'really', 'good', 'pizza', 'places', 'around', 'gave', 'information', 'awesome', 'places', 'left', 'came', 'back', 'town', 'understanding', 'wee', 'bit', 'pizza', 'get', 'drift', 'got', 'back', 'comfortable', 'feel', 'right', 'sleep', 'good', 'sleep', 'morning', 'order', 'breakfast', 'really', 'philly', 'cheese', 'steak', 'make', 'anything', 'want', 'anytime', 'day', 'checked', 'bags', 'feeling', 'rested', 'relaxed', 'thank', 'hard', 'rock', 'rock']"
positive_deceptive,"My husband and I recently stayed at the Hard Rock Hotel Chicago and we can't wait to go back! The hotel is located in downtown Chicago and seems to be at the heart of the city, we were close to everything. The Hard Rock Hotel is forty stories high and the view from our room was simply breathtaking. The room itself was spotless and featured modern luxurious decor and furnishings. The bed was heavenly. The hotel staff was friendly, upbeat and extremely helpful, we asked for directions and restaurant recommendations and they were spot on with both. I highly recommend the Hard Rock Hotel in Chicago and I would stay there again in a heartbeat. 
","['husband', 'recently', 'stayed', 'hard', 'rock', 'cant', 'wait', 'go', 'back', 'located', 'seems', 'heart', 'city', 'close', 'everything', 'hard', 'rock', 'forty', 'stories', 'high', 'simply', 'breathtaking', 'spotless', 'featured', 'modern', 'luxurious', 'decor', 'furnishings', 'heavenly', 'friendly', 'upbeat', 'extremely', 'helpful', 'directions', 'restaurant', 'recommendations', 'spot', 'highly', 'recommend', 'hard', 'rock', 'would', 'stay', 'heartbeat']"
positive_deceptive,"Upon arriving to the Hard Rock Hotel in Chicago, I was immediately impressed. The staff was friendly and checked us in quickly, which is important to me after a long trip. Our room was immaculate and decorated in a clean modern style. The bed was very comfortable, including the linens which felt high quality, unlike what you get at some other hotels. All this made for a great night sleep. Perhaps the most impressive part of our stay at the Hard Rock Hotel was their ""Party like a Rottweiler"" package we added to our reservation. For an additional fee we were able to bring our pet and were provided with treats, toys and best of all the pet cam! We left our dog in the room with a pet cam and were able to watch him throughout the day on my iPhone! All in all this was a great place to stay and I'd highly recommend it to anyone who wants to travel with their pet.
","['upon', 'arriving', 'hard', 'rock', 'immediately', 'impressed', 'friendly', 'checked', 'us', 'quickly', 'important', 'long', 'trip', 'immaculate', 'decorated', 'clean', 'modern', 'style', 'comfortable', 'including', 'linens', 'felt', 'high', 'quality', 'unlike', 'get', 'hotels', 'made', 'great', 'sleep', 'perhaps', 'impressive', 'part', 'stay', 'hard', 'rock', 'party', 'like', 'rottweiler', 'package', 'added', 'reservation', 'additional', 'fee', 'able', 'bring', 'pet', 'provided', 'treats', 'toys', 'best', 'pet', 'cam', 'left', 'dog', 'pet', 'cam', 'able', 'watch', 'throughout', 'day', 'iphone', 'great', 'place', 'stay', 'id', 'highly', 'recommend', 'anyone', 'wants', 'travel', 'pet']"
positive_deceptive,"I just came back from this awesome, terrific hotel last week, and I have to say-- I loved it! My wife and I were there for a week due to a business meeting, and right when I stepped into the hotel, I knew that this business vacation will be well spent. The customer service was very great, and an employee even guided us toward our room! We were introduced to a fantastically lit room with 2 beds, a flat screen TV, and even free internet access. My wife loved it, and kept on using the free shampoo and body bath soap. When I headed down to the lobby for my conference, I got lost, and asked one of the people who worked there where my meeting might be held. He leaded me to the door, and I was very impressed. There is a fitness center which I went everyday, and this great restaurant called C-House situated nicely next to the hotel lobby, where I had a nice steak and my wife a salad. All in all, I thought that the trip was really worth it, and my stay was very welcoming at the Affinia Chicago. I highly recommend that whenever you visit Chicago you should stay there, you will not regret it. 
","['came', 'back', 'awesome', 'terrific', 'say', 'loved', 'wife', 'due', 'business', 'meeting', 'right', 'stepped', 'knew', 'business', 'vacation', 'well', 'spent', 'customer', 'service', 'great', 'employee', 'even', 'guided', 'us', 'toward', 'introduced', 'fantastically', 'lit', 'beds', 'flat', 'screen', 'tv', 'even', 'free', 'internet', 'access', 'wife', 'loved', 'kept', 'using', 'free', 'shampoo', 'body', 'bath', 'soap', 'headed', 'conference', 'got', 'lost', 'one', 'people', 'worked', 'meeting', 'might', 'held', 'leaded', 'door', 'impressed', 'fitness', 'center', 'went', 'everyday', 'great', 'restaurant', 'called', 'c', 'house', 'situated', 'nicely', 'next', 'nice', 'steak', 'wife', 'salad', 'thought', 'trip', 'really', 'worth', 'stay', 'welcoming', 'affinia', 'highly', 'recommend', 'whenever', 'visit', 'stay', 'not', 'regret']"
positive_deceptive,"I first walk into the beautifully decorated lobby of the Affinia Chicago hotel where I'm greeted by name by the concierge. He tells me that they have taken the liberty of customizing the room to my profile from when I booked the stay. He shows me to my room (paying careful attention to my bags, and ensuring that I needn't lift a finger) sure enough, the down pillow I had selcted from the dream pillow menu sits proudly atop the queen of the domain, which by the way is covered with the softest of bedspreads making me wonder if they didn't literally drag a cloud in here and fit it on my bed. I notice that there's a display of champagne and cupcakes (!) atop the dresser and my ""experience kit"" which comes complete with an ipod shuffle downloaded with only my favorite workout tracks, and a yoga mat. namaste. Unable to resist the urge to inspect the bathroom, I find that not only is there a marble tiled invisible glass shower, but a jacuzzi, lined with candles of vanilla, deep enough to bathe a walrus. Feeling girlish, I run the water and test before going to dinner. The Hotel's restraunt C-house offers the most delicious seafood menu that makes you think you're dining with the kings of paradise. or at least eating in the Caribbean itself. hmm, I should have brought a date.
","['first', 'walk', 'beautifully', 'decorated', 'affinia', 'im', 'greeted', 'name', 'concierge', 'tells', 'taken', 'liberty', 'customizing', 'profile', 'booked', 'stay', 'shows', 'paying', 'careful', 'attention', 'bags', 'ensuring', 'neednt', 'lift', 'finger', 'sure', 'enough', 'pillow', 'selcted', 'dream', 'pillow', 'menu', 'sits', 'proudly', 'atop', 'queen', 'domain', 'way', 'covered', 'softest', 'bedspreads', 'making', 'wonder', 'didnt', 'literally', 'drag', 'cloud', 'fit', 'notice', 'theres', 'display', 'champagne', 'cupcakes', 'atop', 'dresser', 'experience', 'kit', 'comes', 'complete', 'ipod', 'shuffle', 'downloaded', 'favorite', 'workout', 'tracks', 'yoga', 'mat', 'namaste', 'unable', 'resist', 'urge', 'inspect', 'bathroom', 'find', 'not', 'marble', 'tiled', 'invisible', 'glass', 'jacuzzi', 'lined', 'candles', 'vanilla', 'deep', 'enough', 'bathe', 'walrus', 'feeling', 'girlish', 'run', 'water', 'test', 'going', 'dinner', 'hotels', 'restraunt', 'c', 'house', 'offers', 'delicious', 'seafood', 'menu', 'makes', 'think', 'youre', 'dining', 'kings', 'paradise', 'least', 'eating', 'caribbean', 'hmm', 'brought', 'date']"
positive_deceptive,"Very luxurious and worth the money. If you are looking to relax and unwind in a great hotel then this is the one to choose. The staff was great and friendly. Dont forget the 24 hour room service which is a great treat.
","['luxurious', 'worth', 'money', 'looking', 'relax', 'unwind', 'great', 'one', 'choose', 'great', 'friendly', 'dont', 'forget', 'hour', 'service', 'great', 'treat']"
positive_deceptive,"I have to thank the Ambassador East Hotel for providing a really great experience for my family. We never leave our dog at home when we travel, and it's been a long time since we've been able to find a place of this caliber that allows pets. The staff even spent time cooing over how cute our dog is when we asked about local clothing boutiques. My husband liked the fitness room. It was nice and clean, with plenty of extra towels available. It was colder than we expected with the wind blowing in off the water, but the concierge knew exactly where we should go for jackets and scarves. We will definitely be staying here next time we visit Chicago. We would make the trip just to stay here. That's how welcome we felt when we stayed at this hotel.
","['thank', 'ambassador', 'east', 'providing', 'really', 'great', 'experience', 'family', 'never', 'leave', 'dog', 'home', 'travel', 'long', 'since', 'weve', 'able', 'find', 'place', 'caliber', 'allows', 'pets', 'even', 'spent', 'cooing', 'cute', 'dog', 'local', 'clothing', 'boutiques', 'husband', 'liked', 'fitness', 'nice', 'clean', 'plenty', 'extra', 'towels', 'available', 'colder', 'expected', 'wind', 'blowing', 'water', 'concierge', 'knew', 'exactly', 'go', 'jackets', 'scarves', 'definitely', 'staying', 'next', 'visit', 'would', 'make', 'trip', 'stay', 'thats', 'welcome', 'felt', 'stayed']"
